hgnc_id	symbol	name	location_sortable	alias_symbol
HGNC:17286	EXOSC1	exosome component 1	10q24.1	"hCsl4p|Csl4p|CSL4|Ski4p|SKI4|CGI-108|p13"
HGNC:17097	EXOSC2	exosome component 2	09q34.12	"hRrp4p|Rrp4p|RRP4|p7"
HGNC:17944	EXOSC3	exosome component 3	09p13.2	"hRrp40p|Rrp40p|RRP40|CGI-102|p10|hRrp-40"
HGNC:18189	EXOSC4	exosome component 4	08q24.3	"hRrp41p|FLJ20591|Rrp41p|RRP41|RRP41A|Ski6p|SKI6|p12A"
HGNC:24662	EXOSC5	exosome component 5	19q13.2	"hRrp46p|Rrp46p|RRP46|RRP41B|MGC12901|p12B"
HGNC:19055	EXOSC6	exosome component 6	16q22.1	"MTR3|hMtr3p|Mtr3p|EAP4|p11"
HGNC:28112	EXOSC7	exosome component 7	03p21.31	"hRrp42p|Rrp42p|RRP42|EAP1|KIAA0116|p8"
HGNC:17035	EXOSC8	exosome component 8	13q13.3	"OIP2|RRP43|bA421P11.3|Rrp43p|EAP2|p9|CIP3"
HGNC:9137	EXOSC9	exosome component 9	04q27	"PM/Scl-75|Rrp45p|RRP45|p5|p6"
HGNC:9138	EXOSC10	exosome component 10	01p36.22	"PM-Scl|PM/Scl-100|Rrp6p|RRP6|p2|p3|p4"
HGNC:30578	EXPH5	exophilin 5	11q22.3	SLAC2-B
HGNC:3512	EXT1	exostosin glycosyltransferase 1	08q24.11	ttv
HGNC:3513	EXT2	exostosin glycosyltransferase 2	11p11.2	SOTV
HGNC:3515	EXTL1	exostosin like glycosyltransferase 1	01p36.11	"EXTL|MGC70794"
HGNC:3516	EXTL2	exostosin like glycosyltransferase 2	01p21.2	
HGNC:3518	EXTL3	exostosin like glycosyltransferase 3	08p21.1	"botv|REGR"
HGNC:3519	EYA1	EYA transcriptional coactivator and phosphatase 1	08q13.3	
HGNC:3520	EYA2	EYA transcriptional coactivator and phosphatase 2	20q13.12	EAB1
HGNC:3521	EYA3	EYA transcriptional coactivator and phosphatase 3	01p35.3	DKFZp686C132
HGNC:3522	EYA4	EYA transcriptional coactivator and phosphatase 4	06q23.2	
HGNC:21555	EYS	eyes shut homolog	06q12	"dJ1018A4.2|bA166P24.2|SPAM|bA307F22.3|dJ303F19.1|bA74E24.1"
HGNC:3526	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	17q21.2	"KIAA0388|KMT6B"
HGNC:3527	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	07q36.1	"EZH1|ENX-1|KMT6|KMT6A"
HGNC:33738	EZHIP	EZH inhibitory protein	Xp11.22	CATACOMB
HGNC:12691	EZR	ezrin	06q25.3	
HGNC:3535	F2	coagulation factor II, thrombin	11p11.2	
HGNC:3537	F2R	coagulation factor II thrombin receptor	05q13.3	"TR|CF2R|PAR1|PAR-1"
HGNC:3538	F2RL1	F2R like trypsin receptor 1	05q13.3	PAR2
HGNC:3539	F2RL2	coagulation factor II thrombin receptor like 2	05q13.3	PAR3
HGNC:3540	F2RL3	F2R like thrombin or trypsin receptor 3	19p13.11	PAR4
HGNC:3541	F3	coagulation factor III, tissue factor	01p21.3	"CD142|TF"
HGNC:3542	F5	coagulation factor V	01q24.2	
HGNC:3544	F7	coagulation factor VII	13q34	
HGNC:3546	F8	coagulation factor VIII	Xq28	"FVIII|DXS1253E|HEMA"
HGNC:3547	F8A1	coagulation factor VIII associated 1	Xq28	DXS522E
HGNC:31849	F8A2	coagulation factor VIII associated 2	Xq28	
HGNC:31850	F8A3	coagulation factor VIII associated 3	Xq28	
HGNC:3551	F9	coagulation factor IX	Xq27.1	FIX
HGNC:3528	F10	coagulation factor X	13q34	
HGNC:3529	F11	coagulation factor XI	04q35.2	FXI
HGNC:14685	F11R	F11 receptor	01q23.3	"PAM-1|JCAM|JAM-1|JAM-A|JAMA|CD321"
HGNC:3530	F12	coagulation factor XII	05q35.3	
HGNC:3531	F13A1	coagulation factor XIII A chain	06p25.1	
HGNC:3534	F13B	coagulation factor XIII B chain	01q31.3	FXIIIB
HGNC:21197	FA2H	fatty acid 2-hydroxylase	16q23.1	"FAAH|FLJ25287"
HGNC:3553	FAAH	fatty acid amide hydrolase	01p33	FAAH-1
HGNC:26440	FAAH2	fatty acid amide hydrolase 2	Xp11.21	"RP11-479E16.1|FLJ31204|FAAH-2"
HGNC:26428	FAAP20	FA core complex associated protein 20	01p36.33	FLJ31031
HGNC:28467	FAAP24	FA core complex associated protein 24	19q13.11	"FLJ46828|MGC32020"
HGNC:26171	FAAP100	FA core complex associated protein 100	17q25.3	FLJ22175
HGNC:3555	FABP1	fatty acid binding protein 1	02p11.2	L-FABP
HGNC:3556	FABP2	fatty acid binding protein 2	04q26	I-FABP
HGNC:3557	FABP3	fatty acid binding protein 3	01p35.2	"H-FABP|O-FABP"
HGNC:3559	FABP4	fatty acid binding protein 4	08q21.13	"A-FABP|aP2"
HGNC:3560	FABP5	fatty acid binding protein 5	08q21.13	"E-FABP|PA-FABP|KFABP"
HGNC:3561	FABP6	fatty acid binding protein 6	05q33.3	"I-15P|ILLBP|I-BAP|ILBP3|I-BABP|ILBP|I-BALB"
HGNC:3562	FABP7	fatty acid binding protein 7	06q22.31	"B-FABP|BLBP"
HGNC:3563	FABP9	fatty acid binding protein 9	08q21.13	"PERF|T-FABP|PERF15"
HGNC:34524	FABP12	fatty acid binding protein 12	08q21.13	
HGNC:3573	FADD	Fas associated via death domain	11q13.3	"MORT1|GIG3"
HGNC:3574	FADS1	fatty acid desaturase 1	11q12.2	"D5D|FADSD5|TU12|FADS6"
HGNC:3575	FADS2	fatty acid desaturase 2	11q12.2	"FADSD6|D6D|TU13|DES6|SLL0262"
HGNC:3576	FADS3	fatty acid desaturase 3	11q12.2	CYB5RP
HGNC:30459	FADS6	fatty acid desaturase 6	17q25.1	
HGNC:3578	FAF1	Fas associated factor 1	01p32.3	"CGI-03|hFAF1|HFAF1s|UBXD12|UBXN3A"
HGNC:24666	FAF2	Fas associated factor family member 2	05q35.2	"ETEA|KIAA0887|UBXN3B"
HGNC:3579	FAH	fumarylacetoacetate hydrolase	15q25.1	
HGNC:14169	FAHD1	fumarylacetoacetate hydrolase domain containing 1	16p13.3	DKFZP566J2046
HGNC:24252	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	02q11.1	CGI-105
HGNC:25318	FAHD2B	fumarylacetoacetate hydrolase domain containing 2B	02q11.2	DKFZp434N062
HGNC:18703	FAIM	Fas apoptotic inhibitory molecule	03q22.3	"FLJ10582|FAIM1"
HGNC:17067	FAIM2	Fas apoptotic inhibitory molecule 2	12q13.12	"KIAA0950|LFG|NMP35|LIFEGUARD|TMBIM2|LFG2"
HGNC:13749	FAM3A	FAM3 metabolism regulating signaling molecule A	Xq28	"DXS560S|2-19|XAP-7"
HGNC:1253	FAM3B	FAM3 metabolism regulating signaling molecule B	21q22.3	"D21M16SJHU19e|PRED44|2-21|ORF9|C21orf76|PANDER"
HGNC:18664	FAM3C	FAM3 metabolism regulating signaling molecule C	07q31.31	"GS3876|ILEI"
HGNC:18665	FAM3D	FAM3 metabolism regulating signaling molecule D	03p14.2	"EF7|OIT1"
HGNC:16372	FAM8A1	family with sequence similarity 8 member A1	06p22.3	AHCP
HGNC:18403	FAM9A	family with sequence similarity 9 member A	Xp22.31	TEX39A
HGNC:18404	FAM9B	family with sequence similarity 9 member B	Xp22.31	TEX39B
HGNC:18405	FAM9C	family with sequence similarity 9 member C	Xp22.2	TEX39C
HGNC:19367	FAM13A	family with sequence similarity 13 member A	04q22.1	"KIAA0914|ARHGAP48"
HGNC:1335	FAM13B	family with sequence similarity 13 member B	05q31.2	"N61|KHCHP|ARHGAP49"
HGNC:19371	FAM13C	family with sequence similarity 13 member C	10q21.1	
HGNC:23015	FAM20A	FAM20A golgi associated secretory pathway pseudokinase	17q24.2	DKFZp434F2322
HGNC:23017	FAM20B	FAM20B glycosaminoglycan xylosylkinase	01q25.2	"KIAA0475|GXK1"
HGNC:22140	FAM20C	FAM20C golgi associated secretory pathway kinase	07p22.3	"IMAGE:4942737|DKFZp547D065|DMP4|G-CK"
HGNC:23470	FAM24A	family with sequence similarity 24 member A	10q26.13	AC073585.4
HGNC:23475	FAM24B	family with sequence similarity 24 member B	10q26.13	"MGC45962|AC073585.2"
HGNC:23436	FAM25A	family with sequence similarity 25 member A	10q23.2	bA96C23.5
HGNC:23586	FAM25C	family with sequence similarity 25 member C	10q11.22	bA164N7.4
HGNC:23590	FAM25G	family with sequence similarity 25 member G	10q11.22	bA301J7.4
HGNC:24563	FAM32A	family with sequence similarity 32 member A	19p13.11	"DKFZP586O0120|OTAG-12"
HGNC:26888	FAM43A	family with sequence similarity 43 member A	03q29	FLJ90022
HGNC:31791	FAM43B	family with sequence similarity 43 member B	01p36.12	FLJ44952
HGNC:29962	FAM47A	family with sequence similarity 47 member A	Xp21.1	MGC27003
HGNC:26659	FAM47B	family with sequence similarity 47 member B	Xp21.1	FLJ35782
HGNC:25301	FAM47C	family with sequence similarity 47 member C	Xp21.1	
HGNC:34343	FAM47E	family with sequence similarity 47 member E	04q21.1	"FLJ42946|LOC100129583"
HGNC:18786	FAM50A	family with sequence similarity 50 member A	Xq28	"DXS9928E|XAP5|HXC-26|9F"
HGNC:18789	FAM50B	family with sequence similarity 50 member B	06p25.2	"D6S2654E|X5L"
HGNC:31860	FAM53A	family with sequence similarity 53 member A	04p16.3	DNTNP
HGNC:28968	FAM53B	family with sequence similarity 53 member B	10q26.13	"bA12J10.2|smp"
HGNC:1336	FAM53C	family with sequence similarity 53 member C	05q31.2	
HGNC:26541	FAM71A	family with sequence similarity 71 member A	01q32.3	FLJ32796
HGNC:28397	FAM71B	family with sequence similarity 71 member B	05q33.3	MGC26988
HGNC:28594	FAM71C	family with sequence similarity 71 member C	12q23.1	MGC39520
HGNC:20101	FAM71D	family with sequence similarity 71 member D	14q23.3	
HGNC:25107	FAM71E1	family with sequence similarity 71 member E1	19q13.33	
HGNC:25278	FAM71E2	family with sequence similarity 71 member E2	19q13.42	DKFZp434G1729
HGNC:30704	FAM71F1	family with sequence similarity 71 member F1	07q32.1	NYD-SP18
HGNC:27998	FAM71F2	family with sequence similarity 71 member F2	07q32.1	
HGNC:24044	FAM72A	family with sequence similarity 72 member A	01q32.1	"MGC57827|RP11-312O7.1|UGENE|LMPIP|p17"
HGNC:24805	FAM72B	family with sequence similarity 72 member B	01p11.2	RP11-439A17.6
HGNC:30602	FAM72C	family with sequence similarity 72 member C	01q21.1	RP5-998N21.9
HGNC:33593	FAM72D	family with sequence similarity 72 member D	01q21.1	
HGNC:28530	FAM76A	family with sequence similarity 76 member A	01p35.3	MGC34648
HGNC:28492	FAM76B	family with sequence similarity 76 member B	11q21	MGC33371
HGNC:25465	FAM78A	family with sequence similarity 78 member A	09q34.13	FLJ00024
HGNC:13495	FAM78B	family with sequence similarity 78 member B	01q24.1	
HGNC:28379	FAM81A	family with sequence similarity 81 member A	15q22.2	MGC26690
HGNC:26335	FAM81B	family with sequence similarity 81 member B	05q15	FLJ25333
HGNC:28210	FAM83A	family with sequence similarity 83 member A	08q24.13	"MGC14128|BJ-TSA-9"
HGNC:21357	FAM83B	family with sequence similarity 83 member B	06p12.1	FLJ30642
HGNC:16121	FAM83C	family with sequence similarity 83 member C	20q11.22	dJ614O4.7
HGNC:16122	FAM83D	family with sequence similarity 83 member D	20q11.23	"dJ616B8.3|CHICA"
HGNC:25972	FAM83E	family with sequence similarity 83 member E	19q13.33	FLJ20200
HGNC:25148	FAM83F	family with sequence similarity 83 member F	22q13.1	
HGNC:32554	FAM83G	family with sequence similarity 83 member G	17p11.2	"FLJ41564|PAWS1"
HGNC:24797	FAM83H	family with sequence similarity 83 member H	08q24.3	FLJ46072
HGNC:28268	FAM86B1	family with sequence similarity 86 member B1	08p23.1	MGC16279
HGNC:32222	FAM86B2	family with sequence similarity 86 member B2	08p23.1	
HGNC:25057	FAM89A	family with sequence similarity 89 member A	01q42.2	MGC15887
HGNC:16708	FAM89B	family with sequence similarity 89 member B	11q13.1	"MTVR1|LRAP25"
HGNC:25526	FAM90A1	family with sequence similarity 90 member A1	12p13.31	FLJ10408
HGNC:43746	FAM90A26	family with sequence similarity 90 member A26	04p16.1	
HGNC:26306	FAM91A1	family with sequence similarity 91 member A1	08q24.13	FLJ23790
HGNC:24520	FAM98A	family with sequence similarity 98 member A	02p22.3	DKFZP564F0522
HGNC:26773	FAM98B	family with sequence similarity 98 member B	15q14	FLJ38426
HGNC:27119	FAM98C	family with sequence similarity 98 member C	19q13.2	FLJ44669
HGNC:31419	FAM102A	family with sequence similarity 102 member A	09q34.11	"Eeig1|bA203J24.7|SYM-3A"
HGNC:27637	FAM102B	family with sequence similarity 102 member B	01p13.3	"DKFZp779B126|SYM-3B"
HGNC:25918	FAM104A	family with sequence similarity 104 member A	17q25.1	FLJ14775
HGNC:25085	FAM104B	family with sequence similarity 104 member B	Xp11.21	FLJ20434
HGNC:30827	FAM107A	family with sequence similarity 107 member A	03p14.3-p14.2	"DRR1|TU3A"
HGNC:23726	FAM107B	family with sequence similarity 107 member B	10p13	"FLJ45505|MGC11034|HITS"
HGNC:16188	FAM110A	family with sequence similarity 110 member A	20p13	bA371L19.3
HGNC:28587	FAM110B	family with sequence similarity 110 member B	08q12.1	MGC39325
HGNC:33340	FAM110C	family with sequence similarity 110 member C	02p25.3	
HGNC:25860	FAM110D	family with sequence similarity 110 member D	01p36.11	FLJ14050
HGNC:24725	FAM111A	FAM111 trypsin like peptidase A	11q12.1	"FLJ22794|KIAA1895"
HGNC:24200	FAM111B	FAM111 trypsin like peptidase B	11q12.1	CANP
HGNC:25087	FAM114A1	family with sequence similarity 114 member A1	04p14	Noxp20
HGNC:1333	FAM114A2	family with sequence similarity 114 member A2	05q33.2	133K02
HGNC:24179	FAM117A	family with sequence similarity 117 member A	17q21.33	
HGNC:14440	FAM117B	family with sequence similarity 117 member B	02q33.2	FLJ38771
HGNC:1313	FAM118A	family with sequence similarity 118 member A	22q13.31	"FLJ20635|bK268H5.C22.4"
HGNC:26110	FAM118B	family with sequence similarity 118 member B	11q24.2	FLJ21103
HGNC:13247	FAM120A	family with sequence similarity 120A	09q22.31	"KIAA0183|OSSA"
HGNC:23389	FAM120AOS	family with sequence similarity 120A opposite strand	09q22.31	
HGNC:21109	FAM120B	family with sequence similarity 120B	06q27	"PGCC1|CCPG|SAN1"
HGNC:16949	FAM120C	family with sequence similarity 120C	Xp11.22	"ORF34|FLJ20506"
HGNC:26413	FAM124A	family with sequence similarity 124 member A	13q14.3	FLJ30707
HGNC:26224	FAM124B	family with sequence similarity 124 member B	02q36.2	FLJ22746
HGNC:24587	FAM126A	family with sequence similarity 126 member A	07p15.3	"DRCTNNB1A|HCC|HYCC1|hyccin"
HGNC:28593	FAM126B	family with sequence similarity 126 member B	02q33.1	"MGC39518|HYCC2"
HGNC:28308	FAM131A	family with sequence similarity 131 member A	03q27.1	MGC21688
HGNC:22202	FAM131B	family with sequence similarity 131 member B	07q34	KIAA0773
HGNC:26717	FAM131C	family with sequence similarity 131 member C	01p36.13	FLJ36766
HGNC:26748	FAM133A	family with sequence similarity 133 member A	Xq21.32	"RP1-32F7.2|FLJ37659|CT115"
HGNC:28629	FAM133B	family with sequence similarity 133 member B	07q21.2	MGC40405
HGNC:21084	FAM135A	family with sequence similarity 135 member A	06q13	FLJ20176
HGNC:28029	FAM135B	family with sequence similarity 135 member B	08q24.23	C8ORFK32
HGNC:25911	FAM136A	family with sequence similarity 136 member A	02p13.3	FLJ14668
HGNC:24527	FAM149A	family with sequence similarity 149 member A	04q35.1	"DKFZP564J102|MST119|MSTP119"
HGNC:29162	FAM149B1	family with sequence similarity 149 member B1	10q22.2	
HGNC:25032	FAM151A	family with sequence similarity 151 member A	01p32.3	MGC27169
HGNC:33716	FAM151B	family with sequence similarity 151 member B	05q14.1	UNQ9217
HGNC:29940	FAM153A	family with sequence similarity 153 member A	05q35.3	NY-REN-7
HGNC:27323	FAM153B	family with sequence similarity 153 member B	05q35.2	
HGNC:30114	FAM156A	family with sequence similarity 156 member A	Xp11.22	PRO0659
HGNC:31962	FAM156B	family with sequence similarity 156 member B	Xp11.22	
HGNC:25808	FAM161A	FAM161 centrosomal protein A	02p15	FLJ13305
HGNC:19854	FAM161B	FAM161 centrosomal protein B	14q24.3	FLJ31697
HGNC:17865	FAM162A	family with sequence similarity 162 member A	03q21.1	E2IG5
HGNC:21549	FAM162B	family with sequence similarity 162 member B	06q22.1	bA86F4.2
HGNC:28274	FAM163A	family with sequence similarity 163 member A	01q25.2	"MGC16664|NDSP"
HGNC:33277	FAM163B	family with sequence similarity 163 member B	09q34.2	
HGNC:33818	FAM166A	family with sequence similarity 166 member A	09q34.3	
HGNC:34242	FAM166B	family with sequence similarity 166 member B	09p13.3	
HGNC:27938	FAM166C	family with sequence similarity 166 member C	02p23.3	LOC339778
HGNC:15549	FAM167A	family with sequence similarity 167 member A	08p23.1	DIORA-1
HGNC:28133	FAM167B	family with sequence similarity 167 member B	01p35.2	"MGC10820|DIORA-2"
HGNC:28999	FAM168A	family with sequence similarity 168 member A	11q13.4	TCRP1
HGNC:27016	FAM168B	family with sequence similarity 168 member B	02q21.1	"KIAA0280L|MANI"
HGNC:29138	FAM169A	family with sequence similarity 169 member A	05q13.3	"KIAA0888|SLAP75"
HGNC:26835	FAM169B	family with sequence similarity 169 member B	15q26.3	"FLJ39743|KIAA0888L"
HGNC:27963	FAM170A	family with sequence similarity 170 member A	05q23.1	ZNFD
HGNC:19736	FAM170B	family with sequence similarity 170 member B	10q11.23	AC084727.4
HGNC:23522	FAM171A1	family with sequence similarity 171 member A1	10p13	"FLJ12884|APCN"
HGNC:30480	FAM171A2	family with sequence similarity 171 member A2	17q21.31	MGC34829
HGNC:29412	FAM171B	family with sequence similarity 171 member B	02q32.1	FLJ34104
HGNC:25365	FAM172A	family with sequence similarity 172 member A	05q15	"DKFZP564D172|Toupee"
HGNC:24943	FAM174A	family with sequence similarity 174 member A	05q21.1	"UNQ1912|NS5ATP6"
HGNC:34339	FAM174B	family with sequence similarity 174 member B	15q26.1	"LOC400451|MGC102891"
HGNC:26073	FAM174C	family with sequence similarity 174 member C	19p13.3	FLJ20640
HGNC:19829	FAM177A1	family with sequence similarity 177 member A1	14q13.2	
HGNC:34395	FAM177B	family with sequence similarity 177 member B	01q41	"RP11-452F19.2|FLJ43505"
HGNC:28036	FAM178B	family with sequence similarity 178 member B	02q11.2	LOC51252
HGNC:33773	FAM180A	family with sequence similarity 180 member A	07q33	"HWKM1940|UNQ1940"
HGNC:34451	FAM180B	family with sequence similarity 180 member B	11p11.2	LOC399888
HGNC:20491	FAM181A	family with sequence similarity 181 member A	14q32.12	
HGNC:28512	FAM181B	family with sequence similarity 181 member B	11q14.1	"LOC220382|MGC33846"
HGNC:34347	FAM183A	family with sequence similarity 183 member A	01p34.2	"LOC440585|hCG23177"
HGNC:20991	FAM184A	family with sequence similarity 184 member A	06q22.31	FLJ13942
HGNC:29235	FAM184B	family with sequence similarity 184 member B	04p15.32-p15.31	KIAA1276
HGNC:22412	FAM185A	family with sequence similarity 185 member A	07q22.1	MGC35361
HGNC:26980	FAM186A	family with sequence similarity 186 member A	12q13.12	LOC121006
HGNC:25296	FAM186B	family with sequence similarity 186 member B	12q13.12	DKFZP434J0113
HGNC:35153	FAM187A	family with sequence similarity 187 member A	17q21.31	
HGNC:26366	FAM187B	family with sequence similarity 187 member B	19q13.12	FLJ25660
HGNC:29075	FAM189A1	family with sequence similarity 189 member A1	15q13.1	"KIAA0574|TMEM228"
HGNC:24820	FAM189A2	family with sequence similarity 189 member A2	09q21.12	X123
HGNC:1233	FAM189B	family with sequence similarity 189 member B	01q22	cote1
HGNC:16822	FAM193A	family with sequence similarity 193 member A	04p16.3	RES4-22
HGNC:25524	FAM193B	family with sequence similarity 193 member B	05q35.3	"KIAA1931|FLJ10404|IRIZIO"
HGNC:25195	FAM199X	family with sequence similarity 199, X-linked	Xq22.2	
HGNC:25401	FAM200A	family with sequence similarity 200 member A	07q22.1	"FLJ36794|DKFZp727G131"
HGNC:27740	FAM200B	family with sequence similarity 200 member B	04p15.32	C4orf53
HGNC:25794	FAM204A	family with sequence similarity 204 member A	10q26.11	"FLJ13188|bA319I23.1"
HGNC:41911	FAM205A	family with sequence similarity 205 member A	09p13.3	C9orf144B
HGNC:42673	FAM205C	family with sequence similarity 205 member C	09p13.3	
HGNC:16100	FAM209A	family with sequence similarity 209 member A	20q13.31	dJ1153D9.3
HGNC:16101	FAM209B	family with sequence similarity 209 member B	20q13.31	dJ1153D9.4
HGNC:28346	FAM210A	family with sequence similarity 210 member A	18p11.21	"MGC24180|HsT2329"
HGNC:16102	FAM210B	family with sequence similarity 210 member B	20q13.2	"dJ1167H4.1|DKFZP434A1114"
HGNC:25609	FAM214A	family with sequence similarity 214 member A	15q21.2-q21.3	FLJ10980
HGNC:25666	FAM214B	family with sequence similarity 214 member B	09p13.3	"FLJ11560|bA182N22.6"
HGNC:30180	FAM216A	family with sequence similarity 216 member A	12q24.11	HSU79274
HGNC:26883	FAM216B	family with sequence similarity 216 member B	13q14.11	FLJ40919
HGNC:21362	FAM217A	family with sequence similarity 217 member A	06p25.2	MGC43581
HGNC:16170	FAM217B	family with sequence similarity 217 member B	20q13.33	dJ551D2.5
HGNC:19920	FAM219A	family with sequence similarity 219 member A	09p13.3	"bA573M23.5|FLJ39031"
HGNC:24695	FAM219B	family with sequence similarity 219 member B	15q24.1-q24.2	FLJ00005
HGNC:22422	FAM220A	family with sequence similarity 220 member A	07p22.1	"SIPAR|MGC12966|ACPIN1"
HGNC:27977	FAM221A	family with sequence similarity 221 member A	07p15.3	"FLJ45875|MGC72075|DKFZp686F0810"
HGNC:30762	FAM221B	family with sequence similarity 221 member B	09p13.3	
HGNC:25915	FAM222A	family with sequence similarity 222 member A	12q24.11	FLJ14721
HGNC:25563	FAM222B	family with sequence similarity 222 member B	17q11.2	FLJ10700
HGNC:44197	FAM227A	family with sequence similarity 227 member A	22q13.1	
HGNC:26543	FAM227B	family with sequence similarity 227 member B	15q21.2	FLJ32800
HGNC:34418	FAM228A	family with sequence similarity 228 member A	02p23.3	FLJ30851
HGNC:24736	FAM228B	family with sequence similarity 228 member B	02p23.3	
HGNC:44652	FAM229A	family with sequence similarity 229 member A	01p35.1	
HGNC:33858	FAM229B	family with sequence similarity 229 member B	06q21	"DKFZp586F0922|LOC619208"
HGNC:14163	FAM234A	family with sequence similarity 234 member A	16p13.3	"DKFZP761D0211|FLJ32603"
HGNC:29288	FAM234B	family with sequence similarity 234 member B	12p13.1	
HGNC:44268	FAM236A	family with sequence similarity 235 member A	Xq13.1	
HGNC:52640	FAM236B	family with sequence similarity 236 member B	Xq13.1	
HGNC:52641	FAM236C	family with sequence similarity 236 member C	Xq13.1	
HGNC:52642	FAM236D	family with sequence similarity 236 member D	Xq13.1	
HGNC:52388	FAM237A	family with sequence similarity 237 member A	02q33.3	
HGNC:53217	FAM237B	family with sequence similarity 237 member B	07q21.13	
HGNC:52390	FAM240A	family with sequence similarity 240 member A	03p21.31	
HGNC:53430	FAM240B	family with sequence similarity 240 member B	09p13.1	
HGNC:54200	FAM240C	family with sequence similarity 240 member C	02q37.3	
HGNC:26813	FAM241A	family with sequence similarity 241 member A	04q25	FLJ39370
HGNC:23519	FAM241B	family with sequence similarity 241 member B	10q22.1	
HGNC:54844	FAM246A	family with sequence similarity 246 member A	22q11.21	
HGNC:54843	FAM246B	family with sequence similarity 246 member B	22q11.21	
HGNC:54842	FAM246C	family with sequence similarity 246 member C (gene/pseudogene)	22q11.21	
HGNC:29170	FAN1	FANCD2 and FANCI associated nuclease 1	15q13.3	
HGNC:3582	FANCA	FA complementation group A	16q24.3	"FAA|FA-H|FAH"
HGNC:3583	FANCB	FA complementation group B	Xp22.2	"FAB|FLJ34064|FAAP95"
HGNC:3584	FANCC	FA complementation group C	09q22.32	"FAC|FA3"
HGNC:3585	FANCD2	FA complementation group D2	03p25.3	"FAD|FA-D2"
HGNC:28623	FANCD2OS	FANCD2 opposite strand	03p25.3	MGC40179
HGNC:3586	FANCE	FA complementation group E	06p21.31	FAE
HGNC:3587	FANCF	FA complementation group F	11p14.3	FAF
HGNC:3588	FANCG	FA complementation group G	09p13.3	FAG
HGNC:25568	FANCI	FA complementation group I	15q26.1	FLJ10719
HGNC:20748	FANCL	FA complementation group L	02p16.1	"FLJ10335|FAAP43|Pog"
HGNC:23168	FANCM	FA complementation group M	14q21.2	FAAP250
HGNC:23527	FANK1	fibronectin type III and ankyrin repeat domains 1	10q26.2	
HGNC:3590	FAP	fibroblast activation protein alpha	02q24.2	DPPIV
HGNC:26222	FAR1	fatty acyl-CoA reductase 1	11p15.3	"FLJ22728|SDR10E1"
HGNC:25531	FAR2	fatty acyl-CoA reductase 2	12p11.22	"FLJ10462|SDR10E2"
HGNC:3591	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	13q32.2	"CDEP|PLEKHC2|MGC87400|PPP1R75"
HGNC:16460	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2	02q37.3	"KIAA0793|FIR|PLEKHC3|FRG"
HGNC:21062	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	06p25.1	"dJ236A3.1|mtPheRS"
HGNC:3592	FARSA	phenylalanyl-tRNA synthetase subunit alpha	19p13.13	CML33
HGNC:17800	FARSB	phenylalanyl-tRNA synthetase subunit beta	02q36.1	"PheHB|FRSB"
HGNC:11920	FAS	Fas cell surface death receptor	10q23.31	"CD95|APO-1"
HGNC:11936	FASLG	Fas ligand	01q24.3	"FasL|CD178"
HGNC:3594	FASN	fatty acid synthase	17q25.3	"FAS|SDR27X1"
HGNC:24676	FASTK	Fas activated serine/threonine kinase	07q36.1	FAST
HGNC:26150	FASTKD1	FAST kinase domains 1	02q31.1	FLJ21901
HGNC:29160	FASTKD2	FAST kinase domains 2	02q33.3	
HGNC:28758	FASTKD3	FAST kinase domains 3	05p15.31	"MGC5297|FLJ23274"
HGNC:25790	FASTKD5	FAST kinase domains 5	20p13	FLJ13149
HGNC:3595	FAT1	FAT atypical cadherin 1	04q35.2	"CDHF7|CDHR8"
HGNC:3596	FAT2	FAT atypical cadherin 2	05q33.1	"MEGF1|CDHF8|HFAT2|CDHR9"
HGNC:23112	FAT3	FAT atypical cadherin 3	11q14.3	"KIAA1989|CDHF15|CDHR10"
HGNC:23109	FAT4	FAT atypical cadherin 4	04q28.1	"CDHF14|FAT-J|CDHR11"
HGNC:24683	FATE1	fetal and adult testis expressed 1	Xq28	"FATE|CT43"
HGNC:3597	FAU	FAU ubiquitin like and ribosomal protein S30 fusion	11q13.1	"RPS30|FLJ22986|Fub1|Fubi|MNSFbeta|asr1|S30"
HGNC:20742	FAXC	failed axon connections homolog, metaxin like GST domain containing	06q16.2	"MGC2817|dJ273F20"
HGNC:1334	FAXDC2	fatty acid hydroxylase domain containing 2	05q33.2	FLJ13758
HGNC:24674	FBF1	Fas binding factor 1	17q25.1	"FLJ00103|FBF-1|KIAA1863|ALB"
HGNC:13620	FBH1	F-box DNA helicase 1	10p15.1	"FLJ14590|Fbx18"
HGNC:3599	FBL	fibrillarin	19q13.2	"RNU3IP1|FLRN|FIB|Nop1"
HGNC:24686	FBLIM1	filamin binding LIM protein 1	01p36.21	"FBLP-1|CAL|migfilin"
HGNC:35458	FBLL1	fibrillarin like 1	05q34	LOC345630
HGNC:3600	FBLN1	fibulin 1	22q13.31	FBLN
HGNC:3601	FBLN2	fibulin 2	03p25.1	
HGNC:3602	FBLN5	fibulin 5	14q32.12	"EVEC|UP50|DANCE|ARMD3"
